frame_indices,x_coords,y_coords,contrasts,masses_kDa,fit_errors,diffblur_errors,neareast_neighbour_distances,selections
1.000000000000000000e+01,5.149485916481328474e+01,3.652339854723108203e+01,-2.297068316359745024e-02,1.275454179163131130e+03,3.930431852483418087e-02,0.000000000000000000e+00,3.837088754298579207e+00,1.000000000000000000e+00
1.000000000000000000e+01,2.056916394235703365e+02,1.249822856704770828e+02,-3.290815605161491464e-02,1.829526870006823174e+03,4.356045560693388996e-02,0.000000000000000000e+00,1.241655565058821153e+01,1.000000000000000000e+00
1.000000000000000000e+01,6.644362721519553361e+01,1.357530981822271485e+02,-1.611390142661190197e-02,8.931481794033265942e+02,5.726152320776989324e-02,0.000000000000000000e+00,8.870512576866918408e+00,1.000000000000000000e+00
1.000000000000000000e+01,2.200440340296122486e+02,1.395857036151351735e+02,-1.684998314106848569e-02,9.341890738848170486e+02,4.757229749105196248e-02,0.000000000000000000e+00,1.327535835780788531e+01,1.000000000000000000e+00
1.000000000000000000e+01,1.567942095664475346e+02,6.383725034129092535e+01,-1.549755820086282099e-02,8.587834114766787934e+02,4.635420194999528842e-02,0.000000000000000000e+00,2.245775301763405452e+01,1.000000000000000000e+00
1.000000000000000000e+01,2.127915879061335147e+02,6.557438357559598785e+01,-7.972793542076261203e-03,4.392334263404517856e+02,1.210911629985109705e-01,0.000000000000000000e+00,1.368047812566180177e+01,1.000000000000000000e+00
1.000000000000000000e+01,1.151437559253263885e+02,7.388179593517538990e+01,-6.039404668612716361e-03,3.314356001085038201e+02,1.344246430010639370e-01,0.000000000000000000e+00,1.373895116335711286e+01,1.000000000000000000e+00
1.000000000000000000e+01,1.772493566193490437e+02,1.067023980800028085e+02,-8.908759311825709820e-03,4.914190351392421121e+02,7.703692308606857608e-02,0.000000000000000000e+00,6.532887529050679376e+00,1.000000000000000000e+00
1.000000000000000000e+01,1.658253817720212737e+02,1.294954383643228653e+02,-1.581689321846396074e-02,8.765882210572139002e+02,6.272098008689952486e-02,0.000000000000000000e+00,1.106931898761363442e+01,1.000000000000000000e+00
1.100000000000000000e+01,1.507704659473282334e+02,6.218913816569211939e+00,-3.763524774819303892e-02,2.093090096362496752e+03,3.570070182779450096e-02,0.000000000000000000e+00,7.594990710219829744e+00,1.000000000000000000e+00
1.100000000000000000e+01,1.786473044769230398e+02,1.324111654760621803e+01,-1.518668694594022678e-02,8.414505065558905699e+02,6.006930920100694848e-02,0.000000000000000000e+00,9.361022442670774879e+00,1.000000000000000000e+00
1.100000000000000000e+01,1.105354480737738641e+02,5.778683502460635424e+01,-7.978149362747584059e-03,4.395320449132495355e+02,1.486504951370688499e-01,0.000000000000000000e+00,8.452560882867922842e+00,1.000000000000000000e+00
1.100000000000000000e+01,1.385153362078805515e+02,1.224941649516167814e+02,-8.194682681046646169e-03,4.516050537837381853e+02,1.022290305098615404e-01,0.000000000000000000e+00,1.129029047993265422e+01,1.000000000000000000e+00
1.100000000000000000e+01,5.803284071226959639e+01,1.329344701864545470e+02,-1.608455442895174656e-02,8.915119112952291971e+02,8.137071706135501348e-02,0.000000000000000000e+00,8.870512576866918408e+00,1.000000000000000000e+00
1.100000000000000000e+01,1.502432686016091168e+02,1.546955089569766812e+02,-8.466342667428640098e-03,4.667516993490032746e+02,1.067562116704176001e-01,0.000000000000000000e+00,9.893055772337334020e+00,1.000000000000000000e+00
1.100000000000000000e+01,8.328379927095403445e+01,1.561417490995870025e+02,-2.330933853773726333e-02,1.294336212506294032e+03,3.717682306109160173e-02,0.000000000000000000e+00,9.471649863801488323e+00,1.000000000000000000e+00
1.200000000000000000e+01,2.134837904152251156e+02,1.003441169704165503e+02,-1.004344602170183752e-02,5.546845077287293861e+02,7.980777993876120302e-02,0.000000000000000000e+00,1.372674236158967531e+01,1.000000000000000000e+00
1.200000000000000000e+01,1.459951149891205944e+02,1.309513257343481314e+02,-1.639217829033376428e-02,9.086637548840739100e+02,6.149109712862821375e-02,0.000000000000000000e+00,9.382333913204508491e+00,1.000000000000000000e+00
1.200000000000000000e+01,1.241446316687266318e+02,9.855712793746185696e+01,-1.470682785468378426e-02,8.146955336453372638e+02,9.411284749894588408e-02,0.000000000000000000e+00,4.207615915439193444e+00,1.000000000000000000e+00
1.200000000000000000e+01,1.813718425121274720e+02,1.387473149822834841e+02,-1.636563161400959518e-02,9.071836211972063211e+02,6.405714784566662878e-02,0.000000000000000000e+00,1.809114873350030805e+01,1.000000000000000000e+00
1.200000000000000000e+01,2.026545206118281612e+02,1.462559555075728213e+02,-4.766460169536968806e-03,2.604614407980391206e+02,1.964574513381934784e-01,0.000000000000000000e+00,1.571829272860043858e+01,1.000000000000000000e+00
1.300000000000000000e+01,2.387513573702546310e+01,3.181355792692687245e+01,-8.368511985446521612e-03,4.612970621566577165e+02,1.231555883294428444e-01,0.000000000000000000e+00,1.225460199987836063e+01,1.000000000000000000e+00
1.300000000000000000e+01,7.001367259071270155e+01,9.298628778547686125e+01,-1.686151653767116454e-02,9.348321287300705080e+02,5.819492181884722282e-02,0.000000000000000000e+00,9.868474077858870430e+00,1.000000000000000000e+00
1.300000000000000000e+01,4.351967554976536690e+01,3.870956253445980622e+01,-2.796719954309882447e-02,1.554039419740045332e+03,1.641297227575666540e-02,0.000000000000000000e+00,8.269393367882832635e+00,1.000000000000000000e+00
1.400000000000000000e+01,6.017036083822313230e+01,9.228201910899521465e+01,-2.070509777156012352e-02,1.149134438858137173e+03,4.882866782581840592e-02,0.000000000000000000e+00,3.432975117847933522e+00,1.000000000000000000e+00
1.400000000000000000e+01,1.490951476130911431e+02,1.408768127981001328e+02,-8.560515364228336171e-03,4.720023823051028558e+02,1.196977922389289573e-01,0.000000000000000000e+00,1.039834100817962437e+01,1.000000000000000000e+00
1.400000000000000000e+01,4.789349948530593792e+01,1.588595483821649736e+02,-1.637114276680465275e-02,9.074909004515214974e+02,5.671295222022032512e-02,0.000000000000000000e+00,1.800257503887999988e+01,1.000000000000000000e+00
1.500000000000000000e+01,1.972105770283130255e+02,1.675902382364095189e+01,-9.545004236346578755e-03,5.268934400847884945e+02,1.306415560618376936e-01,0.000000000000000000e+00,1.889366982404336781e+01,1.000000000000000000e+00
