dna,smol
15942.449085935375,5313.170576401498
10216.24689827699,3221.560236754432
12789.519329402057,4301.72155245524
14765.311441305006,6085.635021485045
3048.9812065841306,4835.286536649462
8859.913381518743,6086.671820696272
12972.355023067652,3575.0705186127434
12793.804038768074,3607.81416697714
16640.173022549054,4991.579535481958
11081.898876640109,4874.112616434605
9744.710122885319,5796.108660534938
11247.290126297208,6360.664710244513
14471.167710020822,4612.293782272996
13891.063940663695,5775.5131706625025
11877.497069704437,4569.870597787465
16621.19785932187,5726.07296076198
13252.27206764484,5317.29369183854
5017.258590996257,8572.088034243774
10196.325344082385,5271.153990295619
11606.56991513741,2184.778242898507
16265.016901419669,4702.726528394836
15525.39665411848,412.13275372642676
10215.14591573536,3744.570773397603
5648.083986318191,6551.460021968458
4330.509946846643,5648.138097338519
5811.024464521622,4494.377611520309
12757.689538250768,3542.5149438758062
10817.152984266939,5342.473007470807
12922.132648021117,3103.5536107556263
10839.238396334706,5631.095832480032
7903.876028294325,5749.656628074235
13053.41393128239,4118.708088334521
14770.877502474379,5755.290954652816
14286.453276686127,4374.655325425131
17114.400181224308,6734.411143274755
11565.820921677481,4960.496740288235
10579.62735082274,4837.266090999779
11691.966851600231,3526.3724178404045
12403.413761149315,3154.9675512040963
11899.044709581975,5159.7747468781
10045.278557733105,6747.368901948192
11118.661994758178,5828.71499239219
5984.839314175545,4185.954098369797
16537.4262356199,4775.525913224016
14553.325667856712,2677.55759051111
10891.836643922765,4001.068659716829
10782.261315619839,5699.979569994097
11676.029632758227,4466.417461850996
12530.349430197737,5501.867129005747
8531.436277126977,3734.1791499825545
5605.288209739994,5369.002573673788
8215.609814500243,4796.556046964398
5567.402126729202,4534.327860940993
6323.8385394307315,3718.2744366436336
6786.538290602685,3548.0385167036206
11037.647905987262,4464.037368085862
7393.234371909246,4977.508025899917
6156.473853754282,6149.320487230618
3916.3620063861044,6162.210712407512
8974.93493905163,5592.828730296863
12578.611761786764,4953.709401754161
11283.579122354611,3011.3361432470547
6901.962414127413,5558.34884181582
12445.386818724286,5596.175359737662
10357.6717595116,5687.597003095496
11489.87745437803,5655.707974776391
15441.164357568283,4456.394067715473
7825.152275716957,4578.776782823368
4071.1143174123176,4965.224837493778
6043.717858591101,2895.7159682284528
6326.87777727121,6828.3130406007795
10822.429777453994,6028.249924905421
11565.58713590745,4590.406039597918
5628.497095113841,6004.700781894602
10567.341965626552,4735.90793772814
9436.443533097889,4466.020026825566
5022.138941138739,6728.759724053477
10717.582512430585,5625.524823622588
10519.29087751138,4810.617276437401
9789.204541968003,6427.840193331231
13905.441630143749,5138.192726317044
9135.759839027276,5994.340252493752
11559.207392348482,3835.8852823464254
10921.194895009136,4455.131792677189
10819.555901771122,4773.632877831093
10552.124559733953,4457.126041178709
14307.431209090031,5696.187396812891
10395.049342963863,3174.489728066035
8353.76730690926,4870.437825146755
6763.5503799590815,5908.701540081862
12099.470815702743,3071.6332655158935
11395.600720933235,2079.6498638842186
6940.154253285243,4955.612385455457
9151.000250124604,6753.083618775399
9078.75848639055,4891.994781632024
10938.156623504521,4228.9639946413345
6305.145511772862,5987.385053187409
7109.832669723003,6033.261626110577
9092.081995602215,5450.119236708525
15917.289920084851,7205.336494766529
11618.565856608186,4099.324886515387
8822.192857521162,5356.404866831475
10659.35055802822,6418.863609814163
8121.023064023861,4057.108965823906
10552.053693836593,4838.856745217681
12223.912731807868,6002.312875975558
14109.60027454293,5333.977671038983
14314.35973874209,4684.176834699282
15981.1209854516,2659.9047394743407
11550.73887531782,7018.508130608357
10248.840852954383,732.3820149385621
9486.907095147131,1054.4356158935152
6787.470329383668,1145.0653162670203
7428.893408387899,1176.4961117393877
10608.520132744447,1887.8387384628434
11060.015054416941,887.2176636463379
8234.56864793709,822.3463368615215
11635.278104361758,1004.2451566223785
12164.17825482367,1851.6102363363664
11255.615792722167,1040.8667986298428
3638.435511589553,1674.1510372890828
12231.191851910242,1217.9262402223994
12035.34140897786,1518.0732988669993
6338.836350429277,1716.7403279983314
11153.282617656216,960.2870238964423
8793.011057092945,1571.441045667301
16394.33591753384,743.8294398902271
8341.903133605007,1029.63903804126
3473.8833034189574,906.8600391045542
8751.122116322611,2463.3546230435595
6891.422390645458,1545.6914478909587
10394.468933383203,1689.0820016249413
8449.406845568232,658.5795053137475
11283.112902472058,801.7916252079704
15003.97635552619,1715.0983134593152
11480.010886265072,1418.7429787738179
8927.645485035757,2112.3055869507834
13843.6839235001,1097.3442943129294
14211.046596029582,727.7440481725756
15354.081159049096,1228.3417402069517
10799.64978720932,1304.8985100616655
9052.226417722493,1059.7750669746656
7604.786023868348,2747.968253961923
15833.254194020828,2228.703494723871
7401.449286675495,811.526189149563
11662.23402096019,876.848544722335
12291.241428229268,1328.8207387224643
12447.54904589311,1549.2659851167018
13871.253575566954,728.5889279462863
12540.327001405805,1980.4301991934642
10272.717620371459,1506.3739245207253
10297.636448728137,2623.873000376601
14362.986479274878,1112.9678307284191
10874.820095729827,2518.5143629426025
9294.99151915795,1081.1957129321895
4692.088023381251,1521.324670009961
8174.185782344238,1416.5369128860884
13966.695494778392,1420.0573973775236
11845.312780323378,1148.3690655954485
14252.948457922843,3367.5714508049546
10793.142440660069,1397.4635822433036
15384.317752825726,1411.0482890954645
14013.567963289745,343.92287995265696
17041.44437950643,1290.9180090910277
11996.783389131584,1361.3712126308667
14439.833063284776,1239.9782925034592
13483.712486009612,1818.2623235783522
14018.16986547414,956.3053923943936
12868.958032472827,1440.964130990398
9268.069449910721,1422.56079199424
15657.809268013092,1364.1346814737828
10409.824054890581,1677.693969821397
