dna,smol
5138.90254417593,5304.017874844631
10481.56527985779,6348.314860488091
8166.134072835352,6140.939651840307
6240.545368194872,4673.68383964818
6780.087587478231,6109.492463844166
4315.454419617819,4847.987888490477
7052.364221312539,5166.181688902733
7543.577288094338,6349.831503238706
10599.426315278266,4278.152967858244
2063.039102778671,3993.3175890953785
10324.647387757443,8712.01298420496
7160.166757537925,5623.971220039946
5498.211615949531,3021.3084929229967
2690.9374367010378,4761.894818705057
2232.5534114024817,5171.108830780075
6442.138920775148,6080.2892873495175
6056.259767812897,9242.915171171948
10623.977234208844,6669.063034194182
10120.368550413661,4886.60471822048
9341.600649396194,2859.07883229484
3321.104259937393,6756.171163483764
8828.011328842264,4464.525923439053
9527.855775650818,3719.812546435196
8592.587279766512,7669.134541848529
8616.181102565519,4320.59762550673
8183.892048079146,6940.98603903419
7357.405531893482,7252.6180470556355
8761.692864337341,5335.037762630392
7669.085062601229,3843.3292042825233
11484.546194884275,4839.942146445291
9102.941286754945,4219.309542836292
4808.881689906228,3782.3315039463655
4608.0172988949835,5470.066639523736
7262.232985803317,4755.134663760948
5591.470650254822,4337.352951000358
4866.40237723907,4306.849065928275
8293.717601469694,6047.133105396697
10598.214428243129,6063.400160396443
9467.233672449032,4393.86655866555
5251.235289367642,4849.046379337042
11286.236980169919,5771.906979819366
6167.910943626494,5454.949040598036
6827.028290266224,5059.735671402489
10946.629734023581,4373.739058463786
10072.969531341712,6431.920278449168
5335.339585609702,7408.317329081858
9294.28541537137,2507.9320239839253
5265.709925351643,1980.6642692697083
9125.746808205608,4947.871311329295
8660.788949739112,7526.266481217161
10739.337194368687,5710.156135649282
5671.950441563961,7154.886810346972
8216.687831466143,4471.817743418925
7331.507811697306,6175.802845335902
6636.142229812369,6574.163571085914
4493.371038631417,5414.282768270647
10579.556918738603,6718.4082027484765
6372.990056212557,5926.179425862537
9369.76198572871,4915.864316989361
8303.233109164985,4413.637981473878
6361.7481974995135,4428.886046921152
5636.962479064502,4222.67273311887
8389.109203666618,6315.4279829363495
5445.88676935231,3961.8894472598604
6665.328898212225,6118.728099196249
9398.41179740505,6685.753620005833
8284.062132448847,7057.445517498483
8589.358463910072,5237.627531973615
8325.420534079769,5537.733675369045
8664.807761795126,6380.327955282847
4599.891786429741,6014.998097985903
5190.343725742926,4162.007215917511
9240.044867042343,6869.7163072651
6698.939393697937,4953.020287302055
10923.764937876123,3929.748533071983
4511.985302880786,6862.495534063773
6802.838687854292,8899.181878052223
7164.233218905963,5984.2409384495495
9028.572967695016,7588.2806827361355
10613.803415380535,5532.718262337069
9483.077735763985,4782.158327676108
11871.615836797833,6051.519767470554
7942.324102531906,4722.182038742042
10610.370268966532,4309.389931592195
10985.495258779743,5788.360819354131
2494.2415273841643,4639.372256700427
11667.33402150246,6430.668544056273
6135.708606523553,6321.830652874737
3988.855426985411,5206.859022853107
6659.726636857944,5906.802724935574
12338.804116666506,6041.5445658067865
7872.347374630826,7779.247287356742
8119.86624280977,7176.072436772606
12311.347985672692,5361.054723788055
10752.746647877038,6339.224684869537
8190.981841596,6263.968982705686
8327.172081431161,6345.32438536013
5936.030647781499,7020.5763683752575
9663.367820780966,6358.898222984541
8785.508960427105,6942.247297806358
9973.965858257607,6891.963172724525
6239.126314556247,6877.00625705218
11499.331159885489,5524.11307287652
11823.609329465315,6870.852910770259
10351.883504150024,3192.818380344715
4867.090490518276,7934.841464550438
10395.1406142025,6531.97630731018
9789.826183459041,8024.177140135173
10593.200036523493,6554.926208678144
9259.582420961806,7259.907666648649
10760.923348371696,6833.178779779254
14694.318076117648,5427.187784443952
8977.592516345778,4331.187758228746
9555.947403031487,7435.589931451466
9889.26176345208,7495.559940717225
13895.193991656566,7643.929209762372
12463.043361189142,7098.737494176395
12577.846781208686,6888.772511725249
10947.829716387769,6204.560192270102
8185.030014388354,5536.4279346800595
10595.811335578248,7854.1489099984765
11450.377757178583,9029.015190008591
9881.44161820261,6496.964570789997
8054.208623359658,6221.618490190302
10108.842457540499,6361.757476041508
4676.167757294007,7007.241428993472
7220.320023854518,5101.196094017484
9539.597764545393,7037.552451427732
10766.740546786623,9448.359601004451
8960.00553139223,7223.927491695599
9333.683335288762,4479.272891602617
9390.109159469082,5137.369876697845
10328.879890678294,8840.951998243743
8632.447718622603,7278.902257065338
9157.068370096444,5612.300191160491
7844.019452171374,7428.189776824576
9807.461745391447,6591.989432301048
6513.801339296067,7363.3945777103945
6468.851573445429,5644.2431315331305
8154.342594798265,8182.984555258879
7530.586535041494,5749.048155240239
10307.529892863997,5756.765131159289
12515.634412415075,5964.472603575904
3973.1374568587476,6574.284798779745
8602.869351487252,6746.556214717415
6258.465864469857,7416.934007530111
9300.308868585187,6359.204718483215
10320.658112565749,6781.5576661141695
9847.374577912013,5689.580975458852
6825.764985476041,6287.37358240661
9513.883122211546,4875.056371174517
9675.084780822943,5839.485182453831
9412.71662529384,8181.5056876038925
11140.4702415526,6407.721673980047
4470.364912035435,5788.5484898955765
8152.844133673823,7531.530362457059
6062.408166080664,5402.9928639961745
10550.33701316878,5842.204797556987
8001.640992029347,6577.526199961344
12054.559750332028,6877.059784340319
7905.4090379829095,8988.52577402854
11552.50627221126,7450.426786077848
10043.424617439225,7379.247549897098
8909.502791081726,6447.733612833977
11947.571239981171,6457.351480947338
7798.705358404238,7093.017018021554
10245.86566817232,6125.827876244503
13696.600861380452,8749.308292381585
10545.773449715747,5231.151530454884
10354.038859951312,5868.760808417479
12641.332676020786,5053.022609202453
7340.375103648622,5876.602916348484
9844.935529078433,5954.784475480303
7486.39859398181,8364.269536696402
11805.667508721983,7739.791455540687
5617.416951304171,6647.705010026191
9549.692437943142,6892.211859052781
5813.418670705729,6158.02907236588
9226.264065228677,5669.758458017394
14727.818972246136,5087.384816587872
8420.151084739367,7302.978514009868
13806.034924841284,2102.0702694870206
5932.527126642487,1257.8141905919936
10407.953117655397,1936.816394260843
9574.331715899494,3474.1382751547044
11117.993726974519,2151.1464313763913
11847.787160216018,2786.961964096643
10040.360341089594,2080.7592251594056
8651.274002305072,2127.884469765628
7050.217251497593,2657.8111504494955
10750.166726426474,2766.9515129206275
10451.15384697726,1819.522303578481
8228.939666972565,3861.512806220684
11727.562120024639,1842.644928011666
8299.97659133016,3187.504586678234
6868.553562362131,2029.5823105726945
9996.549382870377,4440.0366742102915
5306.371933315706,1925.4796300987102
7668.420666532502,1714.3834261554134
12339.525721470984,1973.8609017441618
6975.780923974844,2363.643167233325
8954.836138847879,2146.9327984415386
9115.727050044858,1923.3121099597383
7598.818611687415,2811.400008255089
9876.303526955522,2018.1458062079396
7837.393634694283,1613.7404319244588
9026.495338734156,1607.798022870282
8013.099241619093,1179.9343625553902
5626.698328921201,3203.286446398937
6737.490408947698,2403.8780717071495
7365.5378945133025,2191.936964179863
8906.083518700934,2957.306471019927
8996.866745691985,1745.7367209552676
8347.061483699119,1986.9074634745832
9879.205108569598,2527.1344610887827
8214.729664906168,1982.1650561364975
9464.834167487232,1905.1454079091307
8084.40976260589,1502.1222525358626
3519.944201209183,3282.8990537659024
10851.298726509174,2542.0909407512645
10825.908657914868,2737.5051731611993
6552.8376612428765,2701.751157245833
9041.371428137878,3173.638021194475
4541.051773890356,3302.0001096075935
8827.101771991429,2324.947510852015
10202.327891029436,2345.176847499428
9717.331297167102,1690.317946609474
5330.623370125128,2420.450011472645
5630.717266924616,3246.265003121967
4058.757401692604,2925.088499291582
7691.354399897768,2631.445481550224
7645.364980246627,1791.7527535713332
11297.026115011766,1750.2041760028485
11714.595139499199,3701.901151303384
10034.368318911082,2013.7400919681008
10474.376606412336,3002.7955569342457
9495.796162757411,2879.1603122520473
8101.989969844882,2525.6193561843797
10479.612245534363,2208.7076573022787
6113.165619471937,2094.0606370994183
7187.172733908549,2612.8760731849457
6713.312196241428,3320.007819900532
8875.671535350153,2179.02206528417
5634.86927320152,1486.3181987666808
5780.327039342217,3860.9277398069853
4301.9926053559175,2541.6589864960233
9588.431020678583,1935.5493449126593
5936.5423624254045,2472.451552645988
7306.647058385346,2296.5570283702
4845.533429334274,2079.91681551085
9553.45905138589,3067.080920317146
10433.364897021203,1875.0287177292669
7289.1583847633465,3117.790507501415
6964.285547489131,1244.076716793162
7515.448266088525,1711.0383385282912
9125.800028899574,4001.0794978821555
12117.630652065476,2414.3588382934277
11245.273429035573,2439.5027707099507
10603.321319314638,2601.132319215122
12807.72249508666,2418.717049005845
9070.129547697077,3128.574032397334
11071.539091822513,4049.330250331553
13902.682676979412,3156.5784232317637
9440.675090705325,2926.5665887896484
8417.89955120305,1990.9892910813808
8858.342421400643,2139.842315327372
11289.18872240132,2474.3054229304475
10058.781205574463,3852.2868800333654
12887.91208321023,2532.458285548486
11063.358137837571,2388.596304599693
10104.288362496061,1646.0025888402547
12163.889317558825,2360.728427531701
11591.840692859507,2388.865632644552
16705.093370060684,1502.038852214613
10419.408459787734,993.3312900072958
12297.816268580245,1521.7049902187223
14901.278597651195,2979.4328559993087
10917.355624330983,1232.852607292365
13381.408100190734,2483.1946362293106
13261.576262927934,2038.7676926389859
12964.69314192408,2575.2157409200263
10953.994274960933,2309.0390912869134
8614.687076315508,2976.6712512699673
10778.829666284024,2374.420081939651
7352.839711644933,2211.7983072314714
6859.18717449567,1652.912683974288
13436.332966548298,1911.3769742927516
15611.06236081275,1940.0583179786088
12575.64897859052,2416.7670592694267
11459.80522507543,2043.3409134028502
11858.119896352806,2435.113145398106
