,FrameNumber,PeakPosition,PeakIntensity,PeakUpIntensity,PeakDownIntensity,x,y,frame,particle
0,0.0,51.0,2574.2111738007106,11784.447578278741,7626.203448507267,51.0,1,0,1
1,1.0,48.0,1696.2498528863057,6511.589953381365,5995.227924655905,48.0,1,1,1
2,2.0,43.0,2244.60134171132,6665.457629197151,7821.564495499973,43.0,1,2,1
3,3.0,42.0,2505.086780804656,4928.152744260454,8292.556837709917,42.0,1,3,1
4,6.0,35.0,2742.0430044037525,3065.7898174867,11832.061141591366,35.0,1,6,1
5,9.0,34.0,3618.62687506787,3753.2394759721587,11680.039149969778,34.0,1,9,1
6,10.0,28.0,2644.776451074167,4078.4602575376903,9587.754257348628,28.0,1,10,1
7,11.0,35.0,2447.3666439688823,5021.640012476458,9818.485435535467,35.0,1,11,1
8,12.0,29.0,4042.3627661282653,3674.9228602354615,9898.682780696487,29.0,1,12,1
9,13.0,31.0,3205.156212148084,4010.9939084735483,9915.33243504272,31.0,1,13,1
10,14.0,32.0,2523.4812984540754,5830.58380335919,9585.68728732181,32.0,1,14,1
11,15.0,31.0,2137.8241597278866,3284.46852193473,9495.525899411427,31.0,1,15,1
12,16.0,28.0,2093.1788763889426,2729.9442159100113,9683.380038593426,28.0,1,16,1
13,18.0,29.0,2187.5404972943747,2830.5953580384444,10065.62955658981,29.0,1,18,1
14,19.0,28.0,1686.2688161693823,2147.8371209615857,12779.848196834495,28.0,1,19,1
15,20.0,24.0,3835.620781113261,3242.1099453309876,13140.515444827022,24.0,1,20,1
16,21.0,24.0,4260.002018800714,2673.378516049111,10225.426935624957,24.0,1,21,1
17,22.0,23.0,2364.616670305924,2059.0989106675997,10087.579502573435,23.0,1,22,1
18,23.0,20.0,2456.1919150955,2249.391479887018,10680.007455982366,20.0,1,23,1
19,24.0,20.0,3623.056706901617,2089.0912989900144,11217.193896074261,20.0,1,24,1
20,25.0,22.0,4692.270472466576,1770.0431007207717,12092.635791523182,22.0,1,25,1
21,26.0,21.0,3480.173319107562,4261.034761595998,12001.262226631721,21.0,1,26,1
22,27.0,19.0,3781.912042697048,1555.2706021565484,8510.9845494913,19.0,1,27,1
23,28.0,17.0,3958.1477424786444,1755.8498968775982,12611.574539483408,17.0,1,28,1
24,29.0,17.0,3560.0298639226994,1182.3733217300598,16204.988777105613,17.0,1,29,1
25,30.0,17.0,3597.36462566919,1829.0196041702973,13515.85897522722,17.0,1,30,1
26,31.0,16.0,4739.337083391632,2258.0339450363,12326.904686728336,16.0,1,31,1
27,32.0,14.0,3870.160187968815,1295.1569857282723,13162.517396120526,14.0,1,32,1
28,33.0,12.0,3938.928868675331,964.9598746456825,11900.02612085434,12.0,1,33,1
29,34.0,13.0,4106.335605111693,1408.6198035165517,10793.495760341786,13.0,1,34,1
30,35.0,12.0,4420.018966991473,802.7302551639851,14591.193975431499,12.0,1,35,1
31,36.0,11.0,4825.473565874401,922.14405514937,12356.756649509538,11.0,1,36,1
32,37.0,12.0,3059.9732799153535,923.0845423228882,13890.439078183701,12.0,1,37,1
33,38.0,12.0,3626.8850243713796,865.7844362862263,14757.172391764434,12.0,1,38,1
34,39.0,13.0,3115.8424891793775,1411.127045706553,13494.988088183463,13.0,1,39,1
35,40.0,12.0,3567.947603356338,914.7789623502024,14508.108951382053,12.0,1,40,1
36,41.0,12.0,3811.1834957859264,1170.3390494556782,11605.566510602499,12.0,1,41,1
