,FrameNumber,PeakPosition,PeakIntensity,PeakUpIntensity,PeakDownIntensity,x,y,frame,particle
0,22.0,50.0,5610.799131872591,9245.005331983126,2918.436436844731,50.0,1,22,1
1,24.0,48.0,3945.841651077303,9851.750282649551,4065.1851576263225,48.0,1,24,1
2,25.0,54.0,6659.44180643367,10610.139138289636,2906.1089159557905,54.0,1,25,1
3,26.0,48.0,5579.712162552827,8358.12308421191,4425.389826277746,48.0,1,26,1
4,27.0,46.0,10677.491944554296,12721.598475148361,7381.872274333537,46.0,1,27,1
5,28.0,49.0,5912.099677349123,10275.495773636476,7635.222137679887,49.0,1,28,1
6,29.0,49.0,5618.124256979676,11726.000554548262,5553.856230323578,49.0,1,29,1
7,31.0,54.0,5201.688609547806,6832.595561040527,4602.064377180472,54.0,1,31,1
8,32.0,53.0,5301.783947872708,10543.553332093823,4533.621014304318,53.0,1,32,1
9,33.0,58.0,6480.453995829532,7210.573673911814,5629.406744558993,58.0,1,33,1
10,36.0,55.0,10327.948614178846,11745.656170355618,7669.6814591065595,55.0,1,36,1
11,37.0,55.0,8828.192582384747,10706.57365843895,4733.495384720978,55.0,1,37,1
12,38.0,55.0,5581.780998130838,11201.196323172622,3771.669640355685,55.0,1,38,1
13,39.0,58.0,4299.594299136193,17092.632710227783,6927.990725879392,58.0,1,39,1
14,40.0,59.0,8824.75443422867,10844.136916851012,3712.8669293694106,59.0,1,40,1
15,41.0,58.0,6670.239370173938,15056.692392762494,3463.635543847767,58.0,1,41,1
16,42.0,54.0,6055.61088314167,11905.207333639366,3567.291138374247,54.0,1,42,1
17,43.0,58.0,6897.665665071894,10868.092674776517,5524.636852504373,58.0,1,43,1
18,44.0,63.0,7076.459479926322,15660.139776092172,3919.1966555271956,63.0,1,44,1
19,45.0,63.0,10479.605095674666,11157.199210264693,4266.981619999985,63.0,1,45,1
20,46.0,66.0,9360.346059656702,15197.134877772358,3576.502553271347,66.0,1,46,1
21,47.0,62.0,5833.248133126404,10710.372557422988,3765.4169546261182,62.0,1,47,1
22,48.0,63.0,8158.2496961911465,10280.662229372967,4965.277975036654,63.0,1,48,1
23,49.0,64.0,6771.812138500201,19559.625291585828,2882.899926908516,64.0,1,49,1
24,50.0,65.0,15150.655011272427,24421.816662591584,2654.742957287252,65.0,1,50,1
25,51.0,68.0,9373.628887019027,19881.599859460835,2368.9052018397424,68.0,1,51,1
26,52.0,68.0,14054.446542256834,22284.09906761239,4406.933860611748,68.0,1,52,1
27,53.0,70.0,8730.59034776644,17866.92229361578,2639.2660210859062,70.0,1,53,1
28,54.0,71.0,10454.11219930986,18551.727899990055,1733.6736104257054,71.0,1,54,1
29,55.0,67.0,8154.62242272614,25978.426977726715,2757.8644524516994,67.0,1,55,1
30,56.0,67.0,11587.938349476659,14144.818172693558,6593.635583078386,67.0,1,56,1
31,57.0,67.0,6407.551614261814,15262.767719387728,2022.6209844726295,67.0,1,57,1
32,58.0,67.0,8190.500960019227,17223.78479211304,2595.6339927942286,67.0,1,58,1
33,59.0,72.0,8525.062912906702,16512.806882200028,1943.6192246201645,72.0,1,59,1
34,60.0,72.0,7767.1655944951635,13785.699561328225,2241.898031113399,72.0,1,60,1
35,61.0,71.0,7876.332140122984,20125.694087229753,2142.351665023267,71.0,1,61,1
