,FrameNumber,PeakPosition,PeakIntensity,PeakUpIntensity,PeakDownIntensity,x,y,frame,particle
0,0.0,60.0,5977.534301082773,14354.89485053501,2607.7683334859257,60.0,1,0,1
1,1.0,59.0,5358.133782362538,11058.962160714651,3177.7497282355857,59.0,1,1,1
2,3.0,60.0,4533.809594842023,12607.662266332774,5204.539327960455,60.0,1,3,1
3,4.0,61.0,6734.0223557635545,14389.167283298313,3485.9588274883977,61.0,1,4,1
4,7.0,62.0,5334.9603974422525,13234.720801566884,2952.3092949061183,62.0,1,7,1
5,8.0,63.0,4009.484878910537,10496.599678144743,3304.2349093221756,63.0,1,8,1
6,10.0,64.0,5603.387603735693,12121.562924828746,2482.388690367599,64.0,1,10,1
7,11.0,60.0,5432.6865084095025,16266.716432839528,5422.064063800872,60.0,1,11,1
8,13.0,63.0,4983.725900391286,13352.554284265585,4154.531011477249,63.0,1,13,1
9,14.0,63.0,5590.878401490545,11372.277359098767,5034.943513790941,63.0,1,14,1
10,15.0,69.0,6652.151206457671,14454.070305526451,3317.299847710662,69.0,1,15,1
11,16.0,74.0,5326.792047959538,14836.109143357511,1284.2409667028012,74.0,1,16,1
12,17.0,73.0,6975.806938810531,16368.732325713267,2130.1909289301475,73.0,1,17,1
13,18.0,73.0,5955.229974727981,10050.935598127531,1533.6748689758044,73.0,1,18,1
14,19.0,75.0,6878.957577796042,16748.670245412017,1227.9537783146875,75.0,1,19,1
15,20.0,72.0,6595.400547054032,9401.604826973926,2599.4773781424105,72.0,1,20,1
16,21.0,73.0,7141.331408042382,14652.803718482735,2935.5217045345175,73.0,1,21,1
17,22.0,73.0,4079.0613670115654,12181.32764426984,1017.4481419195017,73.0,1,22,1
18,23.0,74.0,5229.784440013403,15385.873295892834,2003.4572095590606,74.0,1,23,1
19,24.0,74.0,6242.524767329624,15404.238100887193,1498.4609565647302,74.0,1,24,1
20,25.0,74.0,10199.017357496161,13069.444867277864,4171.457093985007,74.0,1,25,1
21,26.0,74.0,5331.810482303984,13580.852845876367,2581.775201475129,74.0,1,26,1
22,27.0,74.0,6049.575499297902,9901.70988382657,1205.1535162231871,74.0,1,27,1
23,28.0,74.0,5892.042334466158,13731.304640104414,1257.8566096643112,74.0,1,28,1
24,29.0,73.0,5902.767155727804,12745.853616869339,2638.838235427433,73.0,1,29,1
25,30.0,75.0,5398.694251817048,11427.888548145382,1544.6638837884088,75.0,1,30,1
26,31.0,71.0,5804.196156620921,16044.6702832612,2500.16928342305,71.0,1,31,1
27,32.0,74.0,5654.699319935182,13271.542448483759,2511.698573424187,74.0,1,32,1
28,33.0,72.0,4757.626058128549,20769.477772278562,1630.9291482055478,72.0,1,33,1
29,34.0,71.0,6219.609819506771,13332.466365200673,1783.4769951831597,71.0,1,34,1
30,35.0,73.0,4156.244083087557,14056.855167776053,1389.9200238594203,73.0,1,35,1
31,36.0,73.0,6691.587604905222,10939.611899858524,1983.0262626552967,73.0,1,36,1
32,37.0,74.0,6995.723892249495,13536.54965431438,1919.8896515639299,74.0,1,37,1
33,38.0,74.0,7573.22752582173,10745.126332932323,2183.942319058458,74.0,1,38,1
34,39.0,75.0,6135.807635135325,10108.596316323605,2121.1574013284876,75.0,1,39,1
35,40.0,72.0,6671.823931799635,21114.37659348064,2044.9440662939128,72.0,1,40,1
36,42.0,71.0,4898.828665063096,11366.512389765838,1349.6009221224645,71.0,1,42,1
37,43.0,65.0,4771.52891644448,10121.458192899043,2997.0291045512813,65.0,1,43,1
38,44.0,65.0,7659.3152025602685,18455.232429337986,5921.30078458914,65.0,1,44,1
39,46.0,62.0,4344.815020483586,11008.040510871484,5074.85032730893,62.0,1,46,1
40,47.0,63.0,5469.290088129825,12819.870206188212,4891.734607761717,63.0,1,47,1
41,49.0,58.0,5607.7800946960015,11967.646205117588,2875.6960322241684,58.0,1,49,1
42,52.0,58.0,5103.271721860254,7143.987560539937,4973.779513183763,58.0,1,52,1
43,53.0,62.0,5295.13717684244,7545.601935278445,2810.2075638026595,62.0,1,53,1
44,54.0,63.0,4823.375448991436,9755.358908786166,2774.656547791023,63.0,1,54,1
45,57.0,67.0,4335.223870684207,14327.273721012783,2113.9326066667963,67.0,1,57,1
46,58.0,69.0,4353.001676054133,11133.423599776273,2255.950442586212,69.0,1,58,1
47,59.0,73.0,5877.881334198587,13405.054041337893,2050.948878640458,73.0,1,59,1
48,60.0,74.0,5168.861362006187,11502.651660286178,1337.7897048930142,74.0,1,60,1
49,61.0,73.0,7148.017322725607,16530.31993457673,1376.1389131353803,73.0,1,61,1
50,62.0,73.0,4978.1772923630615,14909.580906649677,2141.919336693466,73.0,1,62,1
51,63.0,75.0,6254.776771536719,12456.802694316457,1090.6838175763978,75.0,1,63,1
52,64.0,75.0,6514.989931441651,11910.180551255862,2540.341799105344,75.0,1,64,1
53,65.0,73.0,7275.435990060099,14128.939795408058,1909.3519444725212,73.0,1,65,1
54,66.0,75.0,5121.290612603298,11833.329034039287,1722.6842175209508,75.0,1,66,1
55,67.0,72.0,13169.620945616489,13087.822346095696,4088.434948836524,72.0,1,67,1
56,68.0,73.0,12070.848226022637,14516.321625450106,3296.2583928361882,73.0,1,68,1
57,69.0,72.0,12619.284450948026,10477.616802183502,4470.731802299642,72.0,1,69,1
58,70.0,72.0,12650.51160264684,14526.949647756694,4718.2373125664435,72.0,1,70,1
59,71.0,72.0,11328.2789227784,14974.364355557824,2322.960854571399,72.0,1,71,1
60,72.0,71.0,10554.507144979947,13475.71855873226,3782.641417859767,71.0,1,72,1
61,73.0,72.0,12784.202407647002,20517.767722019114,3992.411055370677,72.0,1,73,1
62,74.0,73.0,11791.947888737599,11523.636488651171,2747.7106934388703,73.0,1,74,1
63,75.0,71.0,11552.489119081722,14135.984869108905,4616.550566296565,71.0,1,75,1
64,76.0,65.0,10330.668952086267,8004.994075551585,3560.227546460531,65.0,1,76,1
65,77.0,64.0,5915.317121591751,15785.330264340044,2753.3887909017526,64.0,1,77,1
66,78.0,64.0,7615.637058783888,8703.750512670109,2933.03248073218,64.0,1,78,1
67,79.0,64.0,4754.066531914039,16895.15869992621,1846.2782547146994,64.0,1,79,1
68,80.0,63.0,6512.191107545372,10413.670639436868,4675.013697109689,63.0,1,80,1
69,81.0,59.0,4109.194251556886,13996.255873864962,2199.1686114832296,59.0,1,81,1
70,82.0,57.0,6638.96319743598,10589.773179113985,2920.5969532450704,57.0,1,82,1
71,83.0,56.0,6565.57808296394,8663.68858184743,5099.109322702081,56.0,1,83,1
72,85.0,54.0,5783.502854090598,5062.995921230894,5365.896557982472,54.0,1,85,1
73,86.0,53.0,8185.623546329047,9099.66065927699,4434.6471183759095,53.0,1,86,1
74,87.0,51.0,6778.820031816142,8384.038465250609,5599.075799422468,51.0,1,87,1
75,88.0,53.0,4222.512979038107,11170.936942764274,5055.6823520886865,53.0,1,88,1
76,89.0,50.0,5087.853628283215,10979.323488489767,7159.115408319866,50.0,1,89,1
77,90.0,50.0,7140.915085307482,8953.772951354387,4977.328400190239,50.0,1,90,1
78,91.0,54.0,7180.632193848901,16898.61531495867,4013.1729553321597,54.0,1,91,1
79,92.0,53.0,8992.364419975598,7531.039123608671,7480.159752646002,53.0,1,92,1
80,93.0,50.0,6708.005155478565,7302.595165493447,5616.867396669852,50.0,1,93,1
81,95.0,49.0,6943.90315905495,9523.288955061162,4428.8575302321315,49.0,1,95,1
82,96.0,49.0,6590.599541714091,10833.285192639165,7954.926010748394,49.0,1,96,1
83,98.0,45.0,7552.894509861055,8233.13044235799,6855.770749698955,45.0,1,98,1
84,99.0,48.0,8934.284076515829,16393.559199104828,8106.361295660381,48.0,1,99,1
85,101.0,41.0,5695.789086026669,6972.485265631159,8837.3644457256,41.0,1,101,1
86,102.0,30.0,4803.696829911854,2372.5059533783224,12370.313916483614,30.0,1,102,1
87,103.0,39.0,6442.455441283657,7911.539688941817,6967.402350929044,39.0,1,103,1
88,105.0,32.0,5357.846262925617,8477.70790966978,10522.118615345169,32.0,1,105,1
89,107.0,33.0,5495.415131477336,2862.3329648676654,7205.618734760014,33.0,1,107,1
90,108.0,32.0,6121.35178478727,2948.9499220900657,8801.622800176388,32.0,1,108,1
91,110.0,31.0,6977.20349239108,5338.506841594738,10600.244175101829,31.0,1,110,1
92,111.0,31.0,7482.856844422487,3999.1166116207787,8469.223387081029,31.0,1,111,1
93,112.0,28.0,5957.770656068112,5906.33803040971,4531.932939992428,28.0,1,112,1
