,FrameNumber,PeakPosition,PeakIntensity,PeakUpIntensity,PeakDownIntensity,x,y,frame,particle
0,33.0,66.0,3318.609298444213,15536.587102741936,5332.781748105262,66.0,1,33,2
1,34.0,63.0,2873.647640214752,14270.351636643738,5847.125093401341,63.0,1,34,2
2,35.0,65.0,2235.7124703509844,13119.824257045999,5821.323076396896,65.0,1,35,2
3,37.0,67.0,2986.2132701253477,12272.769396117315,3343.914707038819,67.0,1,37,2
4,39.0,68.0,2605.112917110379,13175.59323866782,5309.117838132579,68.0,1,39,2
5,41.0,73.0,1947.5041734264435,12929.008338824098,5159.482803837256,73.0,1,41,2
6,42.0,70.0,2029.8208050119017,6987.612036757227,3072.168390737534,70.0,1,42,2
7,44.0,73.0,2069.5306108422283,10958.103559084377,4437.513213432365,73.0,1,44,2
8,45.0,72.0,3467.026976323704,12229.389346587412,3304.351720899545,72.0,1,45,2
9,46.0,75.0,2223.877035281058,10993.011523604164,3018.045499492632,75.0,1,46,2
10,47.0,76.0,2336.390596584672,14552.801505848494,3304.792917667551,76.0,1,47,2
11,48.0,80.0,2847.9600255165396,14106.745620443537,4373.650343276791,80.0,1,48,2
12,50.0,75.0,2755.0341748484393,16445.69490495784,3471.564214805113,75.0,1,50,2
13,52.0,81.0,2644.42723299847,13703.205122183665,2723.919773268935,81.0,1,52,2
14,53.0,77.0,3315.6828283377863,19306.365193407208,3779.8585358575947,77.0,1,53,2
15,54.0,82.0,2151.7052280306234,13709.629804560607,3268.5685425338456,82.0,1,54,2
16,56.0,82.0,2196.1759318695013,14493.533995128033,3721.1541365694397,82.0,1,56,2
17,57.0,77.0,2738.7195998995853,16168.189068112672,4237.156540590818,77.0,1,57,2
18,58.0,80.0,3229.5157219198104,11966.150584858957,3531.5583932938985,80.0,1,58,2
19,59.0,83.0,3313.8311119001964,18422.932656762492,1825.3465517034579,83.0,1,59,2
20,60.0,85.0,2913.5580184316905,15898.597118651702,2383.5277746235715,85.0,1,60,2
21,61.0,83.0,3514.745525011071,15611.293924543474,2635.046282893445,83.0,1,61,2
22,62.0,86.0,4000.9837446667957,14419.915455644583,2332.2221090398953,86.0,1,62,2
23,63.0,86.0,2528.4744752201086,14106.982583628223,1812.9707868074643,86.0,1,63,2
24,65.0,87.0,2414.6449520755887,15232.08646272213,1780.3180859355732,87.0,1,65,2
25,66.0,89.0,3091.5128486393505,14857.842704040273,2267.6938398377306,89.0,1,66,2
26,67.0,90.0,1716.392123013768,12603.321285342116,1180.9105535826448,90.0,1,67,2
27,68.0,87.0,2999.3537462203276,15901.450679787096,1599.812477111824,87.0,1,68,2
28,69.0,87.0,2054.8923727661554,18464.993213832866,2579.3964549374664,87.0,1,69,2
29,70.0,88.0,2689.2528850608805,14828.05511344321,1707.704864953172,88.0,1,70,2
30,71.0,87.0,2541.570083542858,13353.277990375185,1355.4353704613748,87.0,1,71,2
31,72.0,80.0,1873.6978944507202,13522.073451320935,2907.7458188728006,80.0,1,72,2
32,75.0,84.0,1707.7970824919798,11181.57969551201,1753.89978652191,84.0,1,75,2
33,76.0,89.0,1960.4036030713964,15320.026065787339,2044.849269549949,89.0,1,76,2
34,77.0,94.0,2722.8974362103572,15925.07820184663,825.3221558065227,94.0,1,77,2
35,79.0,88.0,2816.8346182703035,19932.70979758618,2506.98111039884,88.0,1,79,2
36,81.0,89.0,3300.8106012500057,12677.213985065175,1829.258699870033,89.0,1,81,2
