,FrameNumber,PeakPosition,PeakIntensity,PeakUpIntensity,PeakDownIntensity,x,y,frame,particle
0,4.0,23.0,3273.2497039121295,2141.9579034528842,17552.906807222655,23.0,1,4,1
1,7.0,24.0,2705.6940083559766,2019.0387037671362,12578.047959688045,24.0,1,7,1
2,8.0,28.0,3130.7657651132713,2801.492649523977,20093.804812492148,28.0,1,8,1
3,11.0,31.0,10658.46130953185,6722.15359875451,20867.46598542224,31.0,1,11,1
4,12.0,32.0,6777.929254994882,5703.164234863214,20683.554331551746,32.0,1,12,1
5,13.0,32.0,9415.395795634726,7242.496964140063,14767.17982483802,32.0,1,13,1
6,14.0,30.0,9254.175322636751,5064.520432967157,20517.379520570576,30.0,1,14,1
7,15.0,34.0,6720.397132457652,5964.205774103081,12212.100479503626,34.0,1,15,1
8,16.0,32.0,4889.763489513878,3537.999672654549,14998.046772055959,32.0,1,16,1
9,17.0,34.0,7009.012727522191,6167.792011908198,9919.569909684686,34.0,1,17,1
10,18.0,34.0,6868.264592464324,4412.766901004765,16483.07204274943,34.0,1,18,1
11,19.0,33.0,6732.85043826555,6080.246591052518,17838.48089817817,33.0,1,19,1
12,20.0,34.0,5425.533858894935,5104.755787172621,11289.528619949851,34.0,1,20,1
13,21.0,34.0,7660.853760557384,6724.626396390394,12155.720361618462,34.0,1,21,1
14,22.0,33.0,7177.667785242054,4922.843388476826,28150.875428381176,33.0,1,22,1
15,23.0,36.0,4845.197943503781,13398.120726412646,14319.840072318857,36.0,1,23,1
16,24.0,35.0,6394.942301017907,15778.536811812519,16596.856934737705,35.0,1,24,1
17,25.0,36.0,4413.264593277929,11038.977130380004,15466.359555504048,36.0,1,25,1
18,26.0,37.0,7393.111037252644,8606.436872043963,14674.458207636077,37.0,1,26,1
19,27.0,37.0,4593.142046704942,6024.485430181231,13814.561690609495,37.0,1,27,1
20,28.0,39.0,4642.449110718517,5350.933376754479,13943.839252382902,39.0,1,28,1
21,29.0,39.0,10154.993179655998,8549.697494420116,15109.541173004607,39.0,1,29,1
22,30.0,41.0,11657.801682058462,11274.273237881649,19483.4611496185,41.0,1,30,1
23,31.0,39.0,7075.583266281491,5305.439007322306,18763.725695436893,39.0,1,31,1
24,32.0,38.0,6874.275188062049,5011.340433619659,24144.75619701484,38.0,1,32,1
25,33.0,38.0,4932.682303212142,6040.858131171301,13136.616709802644,38.0,1,33,1
26,34.0,40.0,3262.1566059751194,7781.38154257277,16384.64809359461,40.0,1,34,1
27,35.0,42.0,6102.421756495414,3662.084847551806,15054.442265794214,42.0,1,35,1
28,36.0,39.0,5705.7719214809795,8847.569896802328,19128.675673508886,39.0,1,36,1
29,37.0,41.0,3923.0823067504652,4671.4131048529325,19028.828822225005,41.0,1,37,1
30,38.0,41.0,5903.539805671623,10479.007606700889,16302.179813243381,41.0,1,38,1
31,39.0,40.0,4489.813884870726,5793.406899130528,12716.771873636262,40.0,1,39,1
32,40.0,43.0,7163.143619889683,3972.2483889017503,11593.109963682924,43.0,1,40,1
33,41.0,39.0,2635.7183939628776,5662.158237167136,16412.864871346406,39.0,1,41,1
34,42.0,43.0,6713.021758805279,6488.818374544813,11501.520835161979,43.0,1,42,1
35,43.0,44.0,2182.493513987222,7090.188607703638,19337.44682084636,44.0,1,43,1
36,44.0,41.0,4509.767626128427,6086.707333041061,16058.513878189393,41.0,1,44,1
37,45.0,41.0,4911.946542717885,10210.888498372511,13458.704887322787,41.0,1,45,1
38,46.0,44.0,4740.3222582612725,6919.216057228942,14668.779092548304,44.0,1,46,1
39,47.0,42.0,3750.6898413529207,5319.290605332112,11020.223951035303,42.0,1,47,1
40,48.0,47.0,5397.632310089188,6830.770878428026,16869.663560680125,47.0,1,48,1
41,49.0,47.0,3932.1262749629987,6482.438584469247,12013.582006108574,47.0,1,49,1
42,50.0,46.0,4691.326431698408,6193.282014527876,14634.034017622342,46.0,1,50,1
43,51.0,48.0,8435.590432695839,7896.19209338075,9911.20651265896,48.0,1,51,1
44,52.0,48.0,5177.944713045248,6882.809566136613,16983.5878072884,48.0,1,52,1
45,53.0,47.0,6193.70549572989,6046.738333941695,13381.33980067069,47.0,1,53,1
46,54.0,46.0,2699.822889899923,6544.248875914325,12842.426264534395,46.0,1,54,1
47,55.0,47.0,7720.873335829111,7729.887470888998,16456.22606315787,47.0,1,55,1
48,56.0,47.0,4667.958051436273,7356.714443504109,9383.26781224208,47.0,1,56,1
49,57.0,47.0,5097.449888513704,5331.593332297727,11945.374468995284,47.0,1,57,1
50,58.0,49.0,5279.870774661612,10322.049324325795,16010.958700418401,49.0,1,58,1
51,59.0,48.0,8481.130264558342,8916.702298170674,13385.6569583951,48.0,1,59,1
52,60.0,48.0,3393.5823652804793,10447.835090295648,10891.696048414824,48.0,1,60,1
53,61.0,48.0,6667.765075544565,5499.012258017391,13635.258104265631,48.0,1,61,1
54,63.0,52.0,4160.541909389395,4168.549337039487,10582.804962414155,52.0,1,63,1
55,64.0,49.0,9865.954637659226,11761.410143020907,15555.83886813357,49.0,1,64,1
56,65.0,50.0,3567.0460838443933,6774.292187093093,13849.21276171293,50.0,1,65,1
57,67.0,50.0,8203.367946031969,10035.101808915524,11882.674059271203,50.0,1,67,1
58,68.0,52.0,6318.535583010102,5932.74235019156,13413.328417544277,52.0,1,68,1
59,69.0,52.0,2671.244273893737,5551.454779888372,13835.206505590293,52.0,1,69,1
60,70.0,50.0,6785.014651668815,6891.225996783469,16551.038009785923,50.0,1,70,1
61,71.0,49.0,3780.698506499395,6007.885547073786,10319.796643355017,49.0,1,71,1
62,72.0,53.0,8016.927951317311,7559.093078896404,12257.987020601313,53.0,1,72,1
63,73.0,51.0,7101.766707801209,5568.533852998336,14813.874378166032,51.0,1,73,1
64,74.0,52.0,2548.9458074136887,3916.084232330425,10460.960911356056,52.0,1,74,1
65,75.0,51.0,5386.683728198788,9915.569646597576,11273.92894220307,51.0,1,75,1
66,76.0,53.0,3126.2721451565703,6523.1318524408325,9628.07703677001,53.0,1,76,1
67,77.0,55.0,2493.794392114465,8504.917317366586,12856.09008537056,55.0,1,77,1
68,81.0,57.0,3478.2963827928024,7782.177473701444,19338.171335945128,57.0,1,81,1
69,82.0,54.0,2667.167930071654,9778.139679732507,10590.108587487051,54.0,1,82,1
