,FrameNumber,PeakPosition,PeakIntensity,PeakUpIntensity,PeakDownIntensity,x,y,frame,particle
0,24.0,28.0,2609.069100024847,5013.45057685718,12686.82650702657,28.0,1,24,2
1,25.0,31.0,2449.8543866711134,3615.1668778350836,8432.028906764603,31.0,1,25,2
2,26.0,30.0,2808.9793980021345,3033.7151136133425,11244.45630020701,30.0,1,26,2
3,27.0,30.0,1889.4570628112322,1814.3951626820954,9497.696242690916,30.0,1,27,2
4,30.0,29.0,2501.2502022244043,3877.069783904178,9709.295166467762,29.0,1,30,2
5,31.0,29.0,4421.451658153914,4228.273648034567,8479.531247456522,29.0,1,31,2
6,32.0,26.0,2521.67704878707,2092.5773657917402,11501.021683414403,26.0,1,32,2
7,33.0,24.0,2504.6512145530564,2530.8646449042717,11944.351896387905,24.0,1,33,2
8,34.0,23.0,2514.251098034004,2347.4198054146673,11084.085093605752,23.0,1,34,2
9,35.0,25.0,2969.0999479979355,3425.9018526622467,13250.087902207299,25.0,1,35,2
10,36.0,25.0,2472.545446902567,1687.221412044525,11294.665809276357,25.0,1,36,2
11,37.0,27.0,1868.593540524515,1801.9392525985184,10375.181049120163,27.0,1,37,2
12,38.0,24.0,1980.012631011141,1941.373912658704,10564.446882723627,24.0,1,38,2
13,39.0,21.0,2582.622966621463,1607.649289329263,13896.10895445856,21.0,1,39,2
14,41.0,22.0,2064.888615081766,1843.8919564450634,14053.554357675182,22.0,1,41,2
15,43.0,23.0,2889.290031533743,2056.7865949554184,10652.94359671343,23.0,1,43,2
16,44.0,19.0,1922.349897015101,2654.554294885613,12575.404836473932,19.0,1,44,2
17,47.0,20.0,3120.045436519426,2692.4968682435283,15120.055729911803,20.0,1,47,2
18,48.0,17.0,3555.4019398288956,2354.6726132322847,9956.415116070953,17.0,1,48,2
19,49.0,17.0,3545.843713939622,2269.6043644506462,12611.883488952713,17.0,1,49,2
20,50.0,15.0,1974.7554300159147,1352.929498430853,10427.352850714933,15.0,1,50,2
21,52.0,17.0,1962.684763664091,812.5060101359434,11202.424713129252,17.0,1,52,2
22,53.0,15.0,3448.970881102644,1178.6518356898005,11515.307672052737,15.0,1,53,2
23,54.0,16.0,2200.9457514466985,2052.7166404553586,15390.367441141965,16.0,1,54,2
24,55.0,14.0,2482.851933685082,1505.9589171536459,12537.627173421848,14.0,1,55,2
25,57.0,14.0,2072.6575173213487,1290.8574918289864,13048.104751879488,14.0,1,57,2
26,58.0,13.0,3357.1047579009055,1214.9506508708107,12655.620290210214,13.0,1,58,2
27,59.0,13.0,2629.093819486958,607.4112592716328,14028.543687454385,13.0,1,59,2
28,60.0,10.0,3748.991905667067,559.6367611217509,15643.141186240151,10.0,1,60,2
29,61.0,11.0,4009.250666263617,820.8568801843048,16599.4489261455,11.0,1,61,2
30,62.0,9.0,2931.0129752126077,921.4524845875144,16298.98789213413,9.0,1,62,2
31,68.0,6.0,1688.6007969150505,54.61622320481343,12575.006885951381,6.0,1,68,2
32,69.0,8.0,2836.7224297055577,686.6940999582018,18680.638092965295,8.0,1,69,2
