,FrameNumber,PeakPosition,PeakIntensity,PeakUpIntensity,PeakDownIntensity,x,y,frame,particle
0,0.0,59.0,2966.6841947554976,12541.231083197032,5804.961649754565,59.0,1,0,1
1,1.0,55.0,5143.436321645631,11564.458896756385,6055.332271412957,55.0,1,1,1
2,2.0,55.0,5515.117247811075,10468.913260062556,6425.666693872641,55.0,1,2,1
3,3.0,54.0,3047.886197502835,7388.690423034063,8044.686747401314,54.0,1,3,1
4,4.0,52.0,4285.394885602798,9933.57817686421,6710.76977397911,52.0,1,4,1
5,5.0,48.0,2366.837383344423,4812.7721661568285,7405.459564111598,48.0,1,5,1
6,6.0,48.0,4651.933941980247,6455.2247175989405,8716.437788408472,48.0,1,6,1
7,7.0,45.0,5004.5041419444,9699.401144570093,9172.401258276226,45.0,1,7,1
8,8.0,47.0,4178.354309026783,6176.8464407194515,6172.358590268759,47.0,1,8,1
9,9.0,43.0,4759.800952344805,6871.731350088631,12143.18969552229,43.0,1,9,1
10,10.0,45.0,4009.902874459109,4837.616278250965,10827.915114010666,45.0,1,10,1
11,11.0,44.0,4894.258080949032,10179.11623182202,5910.844493547972,44.0,1,11,1
12,12.0,43.0,4175.853559864666,6465.106314751101,7499.336113528958,43.0,1,12,1
13,13.0,41.0,3610.3401619687943,5069.03603719566,10900.40644004974,41.0,1,13,1
14,14.0,41.0,4816.304052110048,6976.910466795587,4812.691569634826,41.0,1,14,1
15,15.0,44.0,10158.459974293044,9461.868426385747,9744.887266716629,44.0,1,15,1
16,16.0,40.0,4132.652565534822,5681.878375011799,7393.797717065136,40.0,1,16,1
17,17.0,43.0,5831.563375235356,5377.355014387018,10920.403416743291,43.0,1,17,1
18,18.0,42.0,3629.557234757137,7702.912309952574,10153.649168094444,42.0,1,18,1
19,19.0,40.0,3224.093434769333,8326.966394501787,12018.549761202417,40.0,1,19,1
20,20.0,40.0,3027.396658432307,8644.745285595689,7625.094619270291,40.0,1,20,1
21,21.0,38.0,5172.393747872195,8420.553475762455,12379.712577709939,38.0,1,21,1
22,22.0,36.0,3750.9388241111787,6412.805376190115,7289.950680080829,36.0,1,22,1
23,23.0,37.0,6362.4522269848,7547.313677066781,13194.794893691189,37.0,1,23,1
24,24.0,36.0,2806.7441544631592,2436.997051508789,9666.443776086428,36.0,1,24,1
25,25.0,35.0,3318.2714691047395,8205.81604110204,9617.670646978291,35.0,1,25,1
26,26.0,33.0,4481.6241874844945,4200.284059079743,9324.485790784498,33.0,1,26,1
27,27.0,34.0,5110.425562889196,3475.068854874245,10864.770154672407,34.0,1,27,1
28,28.0,32.0,5821.740707214328,4694.641623206498,12018.357944992727,32.0,1,28,1
29,29.0,30.0,4897.278617706488,3662.550013860271,11582.663026593327,30.0,1,29,1
30,30.0,31.0,4480.409917845182,4389.376613876981,11572.915992354885,31.0,1,30,1
31,31.0,31.0,4444.625550509854,4435.533278318034,12385.328644267754,31.0,1,31,1
32,32.0,31.0,6749.170643863351,4072.1320589402226,12680.01209521095,31.0,1,32,1
33,33.0,26.0,7058.395977712622,5204.002093890562,12359.39190621786,26.0,1,33,1
34,34.0,28.0,5935.243330495949,3279.588258505545,8902.871337851497,28.0,1,34,1
35,35.0,26.0,4128.839219008377,2707.160890449589,13116.616591884396,26.0,1,35,1
36,36.0,27.0,5876.480459289875,3354.548733878516,8929.957996409163,27.0,1,36,1
37,37.0,25.0,7056.060365096515,3313.111559813511,16903.451958313413,25.0,1,37,1
38,38.0,25.0,7752.983077279299,4454.845446439048,8822.691690295584,25.0,1,38,1
39,39.0,24.0,6854.851221384811,4128.730318261278,12696.183343305636,24.0,1,39,1
40,40.0,23.0,4355.008465803275,3951.6190122245853,12588.43131194021,23.0,1,40,1
41,41.0,21.0,3999.0803567820044,1232.9925418120972,8704.746309489597,21.0,1,41,1
42,42.0,20.0,6446.9064202264435,2464.8000146752393,13450.021786379326,20.0,1,42,1
43,43.0,21.0,4407.529727126674,3729.694927347359,12810.860317172885,21.0,1,43,1
44,44.0,18.0,5153.53029920092,7137.494831962895,19094.65519994927,18.0,1,44,1
45,45.0,20.0,6107.476117952046,2926.2040744521814,17968.678278242023,20.0,1,45,1
46,46.0,19.0,4327.404231137363,5466.513598875898,12266.864609874092,19.0,1,46,1
47,47.0,18.0,6519.161942649471,3856.8254857297666,12520.049588417796,18.0,1,47,1
48,48.0,19.0,7116.812401611021,1961.01904741701,10875.797966582208,19.0,1,48,1
49,49.0,16.0,3663.6833125546054,1776.4313060149836,13917.95621612848,16.0,1,49,1
50,50.0,17.0,7258.514961851682,3299.966711722283,14371.747052982964,17.0,1,50,1
