,FrameNumber,PeakPosition,PeakIntensity,PeakUpIntensity,PeakDownIntensity,x,y,frame,particle
0,3.0,13.0,1683.100251569246,862.9117731936312,13480.691830273812,13.0,1,3,1
1,11.0,10.0,9901.297162314131,1627.9712503340631,22672.163338530823,10.0,1,11,1
2,12.0,10.0,3405.2862455218046,1101.3892984213708,23421.85075850989,10.0,1,12,1
3,13.0,11.0,5330.229071293884,889.2029597364244,18398.22474328498,11.0,1,13,1
4,14.0,10.0,4739.231956089723,1094.4242424555505,14212.639401105389,10.0,1,14,1
5,15.0,10.0,7300.574797825961,2102.070922329765,25029.59402784957,10.0,1,15,1
6,16.0,9.0,5503.888331054028,801.1584090348018,25117.530526278668,9.0,1,16,1
7,17.0,10.0,5350.5184085348255,991.9788789714091,10882.701443051634,10.0,1,17,1
8,18.0,12.0,5842.137749889212,1148.6474493452795,12006.397408773226,12.0,1,18,1
9,21.0,14.0,8396.768323696151,2114.551447978427,22485.450543252016,14.0,1,21,1
10,22.0,14.0,7988.110570055962,2339.176589202824,17182.740810757092,14.0,1,22,1
11,23.0,17.0,7639.144772857853,2206.9981145800334,24079.34178320475,17.0,1,23,1
12,24.0,16.0,8908.885494604932,3170.4352459546576,17878.877104802574,16.0,1,24,1
13,25.0,22.0,10287.746322543402,2240.314062479503,11613.083738841542,22.0,1,25,1
14,26.0,22.0,7320.705550980398,3387.3829566927448,14852.341845974654,22.0,1,26,1
15,27.0,21.0,8209.884812383816,3695.7697278467112,23519.073778570255,21.0,1,27,1
16,28.0,23.0,7364.581232931667,2103.424518775449,11934.894346698258,23.0,1,28,1
17,29.0,20.0,7254.918933163506,1846.10904185088,16481.230490564896,20.0,1,29,1
18,30.0,24.0,7890.746099270611,1631.9637138203016,13552.659549793032,24.0,1,30,1
19,31.0,27.0,8759.553432663217,4317.836119508798,12191.718508514274,27.0,1,31,1
20,32.0,28.0,7440.936761011957,6679.817831004117,10489.564766157608,28.0,1,32,1
21,33.0,29.0,3783.795726413054,4129.321134332892,10710.991440263295,29.0,1,33,1
22,34.0,31.0,6552.207601047502,6762.578404932427,11105.589299736921,31.0,1,34,1
23,35.0,28.0,3844.019053749049,4894.549050501239,12528.502298059664,28.0,1,35,1
24,36.0,30.0,5785.857215397129,5746.304203601649,11574.834838278957,30.0,1,36,1
25,37.0,30.0,7352.375148130812,6520.753080439929,11297.38632124992,30.0,1,37,1
26,38.0,28.0,5379.136739748214,6080.43264946573,14546.001514426594,28.0,1,38,1
27,39.0,30.0,4251.7669785725,6555.488141821292,13921.158756747218,30.0,1,39,1
28,40.0,32.0,7040.018620716293,8654.68662940536,11575.272858719398,32.0,1,40,1
29,41.0,29.0,4329.195931737036,6248.296665259804,10797.657274538236,29.0,1,41,1
30,42.0,33.0,8171.847704082154,7684.741561510053,12164.147589566657,33.0,1,42,1
31,43.0,34.0,5353.95068104372,4784.709994255835,14092.395159393298,34.0,1,43,1
32,44.0,33.0,6225.846935211981,7989.426975764865,12523.255159013092,33.0,1,44,1
33,45.0,33.0,4273.605582236907,5949.384953707902,10906.09005992172,33.0,1,45,1
34,46.0,34.0,6325.283240296167,6693.751195903981,11571.083280407798,34.0,1,46,1
35,47.0,35.0,5809.134472568601,6208.3172229263955,13161.522070082638,35.0,1,47,1
36,48.0,34.0,5581.318271976312,7250.543918979755,8388.528224542628,34.0,1,48,1
37,49.0,34.0,6442.851415963101,7962.770345061212,10410.853103937887,34.0,1,49,1
38,50.0,34.0,4962.227285723824,12328.641159980674,11818.921021618184,34.0,1,50,1
39,51.0,35.0,6797.057428625096,3742.9912305054095,13166.133685817404,35.0,1,51,1
40,52.0,33.0,6534.6641202270275,6535.581339034674,9387.517093420265,33.0,1,52,1
41,54.0,34.0,5698.073420984094,5252.346916229685,9802.812119889923,34.0,1,54,1
42,55.0,40.0,3155.1757435491977,7603.7655438415,13077.35894487705,40.0,1,55,1
43,56.0,37.0,7384.051947241811,7649.295128003299,7016.49557831359,37.0,1,56,1
44,57.0,40.0,5701.966261651198,5826.9352263795145,8566.756833468242,40.0,1,57,1
45,58.0,42.0,8515.712177877966,11009.832781300225,12631.72373789983,42.0,1,58,1
46,59.0,42.0,6284.736823651925,10576.259212774552,7606.913172112142,42.0,1,59,1
47,60.0,43.0,3838.631109676473,6394.561108512325,8791.676937335127,43.0,1,60,1
48,61.0,44.0,4203.093486597184,7064.198835130408,11896.731531287864,44.0,1,61,1
49,62.0,44.0,4899.630532177549,7729.09325169196,13638.34225674763,44.0,1,62,1
50,63.0,48.0,5164.085625211003,7760.483922097657,6118.6039898848285,48.0,1,63,1
51,64.0,47.0,7371.467136451718,5584.833362180826,15827.442377273455,47.0,1,64,1
52,65.0,49.0,5175.663997804499,14548.644932178966,15125.810636111046,49.0,1,65,1
53,66.0,51.0,13217.126677187716,11271.771179644631,10192.152541073427,51.0,1,66,1
54,67.0,50.0,5074.8466091718965,5757.657587463573,5075.468342872916,50.0,1,67,1
55,69.0,53.0,5947.389772249786,11163.179513679177,8962.623343780971,53.0,1,69,1
56,70.0,54.0,5716.1070615099225,8676.176498152023,5582.628108442616,54.0,1,70,1
57,72.0,57.0,8418.546021407528,10917.05477220705,6824.968729810723,57.0,1,72,1
58,73.0,59.0,4257.197303067604,7473.89870195336,4671.483260416456,59.0,1,73,1
59,74.0,59.0,5065.552890528546,12445.906671936578,5903.957499145457,59.0,1,74,1
60,75.0,61.0,7541.8723346685365,20249.132837630004,5852.769430829192,61.0,1,75,1
61,76.0,61.0,4835.23446187035,17043.370963669775,6989.607674729214,61.0,1,76,1
62,77.0,59.0,2822.006202092294,8136.478051729185,4503.017498055133,59.0,1,77,1
63,78.0,57.0,6960.282040948468,12714.46580873427,6207.242724243566,57.0,1,78,1
64,79.0,57.0,5521.630111255442,10943.094714347186,7016.972651660278,57.0,1,79,1
65,80.0,62.0,4744.982386798583,9819.851114699897,6851.399127253276,62.0,1,80,1
66,81.0,60.0,3675.2634744279912,14039.597902343578,5845.750517385825,60.0,1,81,1
67,82.0,60.0,6086.660127318543,11484.661209464432,6865.196701287072,60.0,1,82,1
68,83.0,61.0,6730.170000078402,12303.191800358558,5923.330923047418,61.0,1,83,1
69,84.0,63.0,3797.046079388666,11445.316761554306,4178.16342421616,63.0,1,84,1
70,85.0,64.0,7918.018393838456,18981.40650586803,6245.093459081314,64.0,1,85,1
71,86.0,62.0,6160.102971713626,13490.795702806738,6493.008965135921,62.0,1,86,1
72,87.0,62.0,8652.774797077147,11290.273468892785,6506.965802219721,62.0,1,87,1
73,88.0,64.0,5045.969756426516,14501.317713655644,4198.324952769631,64.0,1,88,1
74,89.0,66.0,7875.172682395198,13197.889423207473,7013.670075866493,66.0,1,89,1
75,90.0,64.0,4029.935427334052,12871.175190676044,3515.858092659236,64.0,1,90,1
76,91.0,64.0,7859.502170782787,16870.894628337366,7348.386074753429,64.0,1,91,1
77,92.0,64.0,6243.101884621248,16159.970052789771,4282.923625330225,64.0,1,92,1
78,93.0,60.0,6888.311011871265,14761.616948013356,7530.325133938404,60.0,1,93,1
79,94.0,64.0,7370.444820073513,14074.480990150094,8549.62322584896,64.0,1,94,1
80,95.0,61.0,4782.9732709640375,12828.926561780263,8584.572888376864,61.0,1,95,1
81,96.0,61.0,6710.434886760474,15917.283009226909,8361.05299519369,61.0,1,96,1
82,97.0,64.0,9399.70754794124,9887.769246598858,9304.015638513187,64.0,1,97,1
83,98.0,63.0,8495.203551259623,13263.96501167676,5897.9597377228765,63.0,1,98,1
84,99.0,65.0,7468.109831519578,9483.611788882636,6693.862246429597,65.0,1,99,1
85,100.0,59.0,7735.014024543643,16849.89659218124,7668.937024571018,59.0,1,100,1
86,101.0,57.0,1733.181230545605,10904.665243086063,7447.052563344873,57.0,1,101,1
87,103.0,60.0,5968.981574327972,16114.112757565288,5443.856443384335,60.0,1,103,1
88,106.0,60.0,1780.0563011938805,7228.190657598558,5584.158394664181,60.0,1,106,1
