dna,smol
14867.056923314569,706.5389319871754
20884.575624456458,3305.627442900266
18906.572354491833,3228.489307907228
16044.376319390796,2343.0787085591355
4118.91874455369,812.3418561392783
5296.915513889545,2021.1293284521328
13974.415749303162,831.2459982197256
6528.809846307893,961.918239867562
7535.647170094762,2750.4977334056557
3334.6691149785406,1335.2832411177083
4955.64616885252,1612.2783195240604
22272.20190588031,1371.3599024815856
8645.867837482756,1869.965372914564
9211.842060197869,3826.44595610695
15183.160753827893,2921.2758611231097
7145.0249303980145,2237.856523087316
15430.795270513676,981.3819245434743
20202.8539016048,1580.5237373026646
12386.474712956382,1315.0467484681733
7365.318208795847,768.8113123626738
3630.5547197036653,2151.0225638400316
1776.1243316332052,3599.896770148363
7305.659970216742,3219.388437896615
14854.794311906682,1561.7127031879374
1940.4996104497664,1486.4914630009018
4116.135712724202,2650.85172754103
16212.277143294132,4316.705791855642
28905.13951213967,2072.0800019380517
7273.901175603381,2292.0973642265785
17305.86608336843,1424.7659461836427
11701.391580050247,4029.760469701021
15572.708351931764,739.3095578198506
22241.348532208525,1206.6121714668425
8553.945422011619,3669.5980211975616
28043.344801296356,2983.2945041584994
3464.8090989284347,2633.1026666520133
15540.274017941507,723.4646517111577
7076.9017408960935,1962.1259957920695
3380.3756271567554,2857.111217791404
3533.4950213312723,706.9120267141574
10160.620654085362,763.4328912859194
17630.903211072604,1254.860620842506
17955.74337514538,1677.8267878120669
3125.7532824331774,2425.064831426045
6118.600497550281,1195.678343460021
1392.736373420379,1797.0216906111698
6754.520990358943,1043.9282660614676
7297.18266606497,1735.1915168294613
15191.294324139923,1164.7662833297077
4756.770976824804,1501.5470444068142
13285.425088225289,2790.7135571075273
11596.102847046352,4123.887592349533
13923.906301964753,1343.9292858443937
12897.55735956809,889.7929939591727
8449.979810530649,1074.0215452815821
3848.683646663562,1825.8501274412708
8567.879651952288,2706.472867981671
6786.335976530182,4206.245039962714
3347.1590216688483,547.2227347783814
5646.973764057615,2164.973132293059
17690.605105432674,2496.0552709058175
12356.657099357493,2138.779943043951
19101.038511177885,2836.397754795957
6698.73611790653,2201.718009118359
4012.4286690399963,2982.9892545949865
12307.873701119534,878.6193600140755
3215.037518629405,1485.554406494638
13202.468396449056,1567.532983462882
16691.176998001338,2128.2921832803277
11115.517677078335,2145.698069468043
15382.903035616917,1310.1491004031277
11501.083379598515,697.8506842319912
18471.863958364815,1794.6915674877891
22725.217045706486,1333.0955341996682
7963.194111824848,1572.2594513599538
17533.7198166619,3976.6115489817375
14905.090522608867,2502.971199468678
6216.14889046776,1342.106309827468
6255.208363984184,2243.247623034259
21133.341838074208,7105.169079138614
3647.325671862014,1031.0595844146221
12876.445729840776,6457.123853180673
13840.898962777177,1038.076062452313
7127.486220223583,3407.1684386426473
9189.008518329845,1303.3600250924746
29855.888420503954,4506.7017642404335
24658.923778922504,7517.858354893066
48406.63367579127,6285.875764427658
38165.32604711365,7160.566644770638
48870.83401659394,5919.859478897419
22030.378297618383,5880.127242953312
23910.229685955386,5740.001757747446
36251.29201369344,7412.453659151278
48801.293461615016,2640.387334594715
42471.753589373024,9628.737371195297
75590.41699697521,7050.369396306389
43816.13213030243,8232.080185226487
34525.59309109816,7984.235002122524
42164.26126365012,6854.665156106723
43930.137601489565,9662.132317824964
57893.62373791229,6629.249139659213
66653.56639072779,5829.403380437765
43609.213371129954,6775.666902728044
38485.13536876871,5414.104749529977
27300.30194228094,6503.073888844618
46214.15490123574,7214.266929999013
60894.89446631477,12504.377093334857
39902.17697326715,6018.198146885701
53876.71754015358,6709.503917132978
48090.37763543001,1838.4395877985999
53783.04062791803,1206.8708580354842
46612.67803982801,1963.7325834695282
43824.31308809063,826.6435335437423
47023.452756171566,889.8094720174149
44077.661888915725,2525.1052408805476
50917.786156621245,2077.7969231577235
61205.2449063814,657.4659977864484
58267.716518918176,1431.223921796663
62434.30107117738,8366.760101894286
40094.31485278992,7517.310111325751
46669.011250482064,6653.882813331253
70485.12685215958,7878.6174563487975
56882.45773358647,6245.328116188813
55352.12964435712,5131.067996018885
78079.47934548021,6128.090886149287
61938.03777120072,5512.9469980666345
58614.23970151124,7779.389354684323
70234.89331544562,7632.716355605511
61259.34543318672,7314.691185702459
52089.05888209183,8862.573298443067
55308.86217173313,6610.648758093307
57957.569039060814,6811.571265123369
63846.59416378556,8365.321143135516
39169.32916032894,10372.187405692277
48993.55744049304,9190.647883319043
54821.89969505095,7583.499867387149
59635.46622630162,7088.975324257586
52202.31053686035,7301.3679461371485
60259.55722124913,7995.220904976983
67174.14118823477,6852.981503285331
57829.000249505196,7448.674670499916
50353.1617265514,7406.4254518729995
64647.027717403005,5589.181946659536
63688.53981192886,8753.884936037568
38938.55928436585,9122.080924708998
57963.35850661561,8414.74510302587
70042.92873568022,6812.276068636542
57752.01848965337,8568.115953126517
63209.8992289645,8699.471443217506
57742.606305473404,5062.4170136773955
62375.8618462206,5380.386806263393
65728.42042805397,7200.821587135249
45258.2250402243,3027.054014180229
52647.48732475089,1735.863048339144
58026.4605415563,2218.3983393839144
46589.2194389643,1118.6839408015805
71137.91143057586,8050.46699798384
62233.23927881793,5944.988155520692
55929.094925781224,6886.821790517714
52273.7119403581,6314.193372218902
65310.44192815849,8833.150753371363
51217.618276627945,6127.465819310984
46642.72770983744,6432.660562341765
54515.0722866959,5966.769942898659
61047.358344025124,9519.43612469687
56626.629976978176,4718.148317382611
49794.29145497917,7165.8237453193315
48392.05585667605,5869.3525934906575
16370.475919704037,1977.4405339833575
52559.15179716871,6327.025623097178
42449.97204743745,8974.691287879345
48754.65552099051,7422.563913266508
25597.260348480417,7139.575141189002
24976.398197669037,5910.046055888135
10804.374889106415,795.9843245840395
48389.70636687343,6791.585180853969
33281.19635626375,6014.001629688875
50263.553950370515,6965.913326604252
29740.539980962007,6996.829969670494
41819.293901581914,5909.736127423498
45226.79275854959,7695.023837751629
15280.300049205654,5131.660372019023
14793.96942454237,5144.192984850255
26005.365320664798,5192.767747196631
6910.9680623697905,2082.7560666893887
38447.38810898284,7823.491803602284
38633.00012498377,4367.333328771658
44807.0976439696,6283.165326435431
33224.04348300843,4336.047824314517
22712.01961049361,5834.460284868513
41002.69717618546,3653.8873941865677
63530.2546791463,7034.571222521839
46585.91905910325,8796.749862531527
40842.19368966624,5552.140643652197
46175.95769260301,4839.896703437178
48409.609324264085,15411.768378711924
44427.748386237065,7682.528671618707
45987.313121601794,6601.265313814016
36374.2564209687,9848.857056813431
49967.98583452131,4711.384582467817
36070.46266510162,6810.209338285538
31699.806402816608,6927.929686084658
33237.63544849732,11208.526765746248
43709.16744266388,3653.4292638529787
35663.66363549872,2374.193143592247
53141.2271299932,5338.505995265122
55244.27896509771,7747.058836701556
48675.42314890662,6759.603558633223
46819.121257381164,7187.786179595783
42669.68916813556,6880.268645571141
43758.40279819638,6844.704319153369
52484.58824676701,6671.497400832868
41049.55220844165,7115.0289608286275
42013.09435852282,5697.626185662244
44277.94114872575,6997.8024517492195
38825.39397260552,7092.567470147311
44990.43407961861,10259.679602651016
45381.73751131051,8553.021507413781
44902.2435962203,9627.454219833715
44925.01809903946,5236.952066033718
39753.50973529334,8928.980247871035
36038.95948498115,6453.259338619354
27810.098219386095,10166.413384835334
60064.561900259054,3333.5763760806367
44714.87355440916,7273.954990091496
25833.840488325237,4636.355146041868
27534.118623836694,8203.691029555901
16246.706134620094,8533.505659167507
30109.957459048153,9485.241230513862
35869.63048804108,10619.285089811825
54634.388156385845,5727.243147249921
35191.70534596521,10344.486599008358
58285.610339648,9527.712106048151
23808.80156869379,6841.713204822181
39951.23231034095,6155.574271305531
32069.41605184963,10588.05926054731
22901.172209796947,7590.413412011446
57629.5154357704,10942.92236137173
43351.634939596566,7193.344400211298
53658.05410457969,8359.119809693802
54543.82967271357,14957.238703943629
25142.39879383758,8532.54630494994
51500.48082496054,10318.059056097949
46394.17789325905,7685.838331958785
43477.89906764869,6783.117677568822
56952.185816562145,3900.5543272283953
34072.222035216866,2353.0800019004487
56717.796065838076,850.4437246716269
57573.00160235289,973.8712095877523
34117.10909249486,3033.9005151755778
38983.153233696125,797.6228887775013
17399.26576448839,2945.8258357691725
47423.288627037415,4037.0937329294425
48130.44394467652,2136.813640152915
52258.30240143741,1007.1560700308862
55124.4703931995,1755.1937070072227
47453.02991298227,1636.5554403562137
17605.55475213332,470.86595662041395
51847.9196491791,2133.0115991246257
41695.837080214726,1457.2824246111409
36227.70060498931,601.6198136242301
40627.3958078127,1439.3590597388518
13786.274421323185,1564.749909639765
23935.97584929086,2412.513511774306
53732.06109275138,6937.294436845648
35559.12010153003,4634.963160470003
35173.91313771893,3150.9725004420575
57604.57053614211,4174.481139135632
15862.194946250029,1957.3796729555363
40713.801356296855,1836.8570956681913
25261.750671575162,2836.0510859630317
48678.34530763008,1310.025816650763
19719.11790211047,2254.467730166669
40789.69335229051,1405.949798473903
14994.43072289669,1248.2229322184533
27007.28836700355,1218.0350919583855
43475.24191755813,1388.2915670356442
35978.39749113658,1427.2014353898517
27035.68190194524,1590.4430768827535
29749.540433641916,2393.217674250997
37887.2044926937,510.67866872889925
43108.7931342151,1754.945668536126
