dna,smol
7066.220153512383,1322.5063725414186
4243.257137458059,1586.5214795172135
3906.762404764711,1435.860214193162
5715.79878566311,1179.905448317926
5244.234461524176,1783.9939986157272
7712.089930738268,980.3528628198276
5327.3996155351915,1884.4771322928782
2911.228111650733,1453.0761066586717
5917.667298914871,1908.9876014448876
3066.906088765034,2122.2777038525564
4395.331938407102,3374.3061814551675
6214.0833332785805,2854.2770565283536
3834.7695889349834,1553.8340490700464
4086.510445324632,1856.5231515680493
5538.400380938917,1737.5470428175279
7483.972281383366,3179.702243681927
2729.5541314497164,2537.692759565458
5793.958527204728,1049.9373390088122
4381.63847678179,2059.130354216526
2686.4493302076094,2477.5554987990813
3662.8360241246937,1807.9221899447098
4226.0816565467,1742.7684744435503
5676.611944296893,1812.2085696229879
3612.1237515497387,2389.016421364625
11167.55818771859,1139.02566369154
3731.1645230959384,2106.4940020643385
3204.552680713375,2409.510391400951
3558.0277566400705,2157.893567983771
2154.8396215992384,1409.6514938652804
5237.996709219204,1059.7544390024548
3373.0727239486246,1420.0788114936208
3589.0949727718175,2565.851739436448
3559.373653831359,1526.7297209076658
4798.618711785372,2555.7904313498525
4863.110565578317,2554.135686234314
6109.094389177492,2124.4484813230524
2347.9748318125935,1065.0159341495541
2646.7013306532654,1731.6216418850322
1872.804483575514,2240.2222491283187
3322.071848272685,1560.5856219287743
1616.2021867730607,1272.0286492464093
4020.660352264131,2254.551970716836
3015.478989375372,1519.865351086351
2220.27950358631,1946.387341234773
3135.842848271613,2500.394298108452
4266.173479722691,1780.583320673312
5452.057912405547,1838.8911480454442
1450.9431625194984,1888.5650214541843
1416.5457369760086,2143.1658845784036
5704.270150180279,2732.003279148561
4771.570723225271,1534.5971866424366
4695.9270148415635,1412.1967819222375
6809.990824649756,4449.092172607801
5791.08544421556,1410.896674646997
3606.0602226016667,2579.071291770174
4267.129451640919,1957.6852893664147
1992.8495337248967,972.9154664483003
4369.000825624017,894.6164528232299
2338.4009801118286,969.0087420217351
930.8606149131567,1458.096563710982
2013.5744292070408,952.2338625108933
1140.4039986313883,1493.2154634941808
396.7156569701718,1522.7690894632456
542.741893859753,1810.140035678202
2867.7163779353446,740.4937460339297
2719.9987822245967,2187.1989627431294
2497.9580127384497,2247.9170400497983
5535.8357629064485,2340.857387070762
4811.544585289774,1021.5686106714226
2516.73267728402,1784.5220985872538
6672.422683344693,1479.3323593055043
1675.2832943531043,1141.3995909576488
3291.693730115202,2317.6327783142706
2819.8282261255745,2258.084762402624
4861.337134462227,1894.6952132104027
3961.0928813253627,3019.707186696884
3128.9025229902472,3941.861718575441
2271.1643879895482,2769.3604907398076
5284.8449221553865,1008.4607828160565
5185.109744728665,1438.5776333089257
4638.088122315434,1358.6523396618636
5374.896237213931,2914.6206352574436
7504.4410114358625,844.6700342172566
1905.1310721588568,1597.7548721384146
4545.457783931329,3065.677128369951
5670.268987229127,1807.696404093082
4459.1283619477,3452.9648531889516
3000.416684645367,1613.9124933060632
4263.269814249832,1842.2004608413881
3507.0247202526607,911.9339010613951
2078.7576563230928,2793.704318567956
2740.9500568508192,1871.662556730734
2732.305204169894,1514.5428523641087
4034.6264430375354,2118.7839282266923
5887.454916806328,3876.8195311306126
7811.6581022255305,5034.627738230082
8145.847965958102,6043.939612527321
7530.098435179135,7007.5134493590185
4670.545644735973,5458.03896455732
7603.853028510699,5777.902999811058
4256.788710226345,2513.668675616361
5324.228888336829,4394.635710283707
7680.075753148287,3589.3339967970956
7502.86123009774,6137.741762534514
750.8324275907992,2586.1843359445775
2222.353715534385,5844.404980027488
6689.926706703,5988.731573271555
6831.585935130414,4407.348359737769
3483.190022742903,3932.2633627372525
9083.934211086163,6814.922600996939
7950.4429771535215,6658.769689074498
7991.000633840646,6441.349163083938
