dna,smol
8351.364505226908,2012.9417340456978
8401.146184099944,5012.0303121644165
3171.3270340916793,1828.3192107209825
6925.046540987188,1240.477677667939
4498.190344151941,2754.6817396356173
8972.266998277004,2334.5437594904934
7448.0759599989315,858.3912088776952
6246.419006302387,1342.8377231043944
3550.8056374471357,1602.3860580105213
3945.163048043088,1456.786584326827
1124.440635153333,5363.285017445504
8082.558964293655,1370.3299093714559
9074.997631595414,3916.4811531916657
15124.5058376001,3724.7844500118936
14083.833357952477,2385.523286873652
11209.377740313414,2211.9931754707477
3075.6154608772467,1683.36846928876
29394.880264012423,1572.8347168721962
5020.550515683004,1018.131755688836
19597.031742085477,2488.3456454083507
21608.74159013751,1413.152551727816
14590.904940495067,1027.0859055349213
34571.56736249373,4095.586619672904
15832.15321713526,939.0555968535679
3367.575405016227,1504.3398728123868
20642.45576781765,3287.217736623368
40703.57855203254,839.2837497983066
16645.175972410325,1465.0032855575498
10642.080478303216,927.6568654319686
3840.503185378293,1967.351809127476
21037.92546139628,1921.6434503323485
13942.026668659695,3033.801099785598
16273.752071950263,1020.259967956269
2496.587828435579,2412.7500943840014
31179.21606465349,912.231525683503
30880.44933610034,1408.0499029354473
8759.592111851664,722.7701915988583
12704.684573854569,3026.2367307779587
4310.807165970832,3049.9267170893536
11197.374977872083,2055.3299645958914
39058.9858529852,3082.108873244825
24105.963435740803,1441.0399132430036
5640.5961018300495,3274.269138936192
13958.573826837388,2165.1729267436685
15338.942463045563,2551.243043377226
10965.363699026362,1755.0735172289467
17843.336829071042,2286.447378290498
36939.08867906366,3298.228544196075
6034.9551960721965,1348.5262449520328
41123.17704995729,5071.08152865976
13766.11259762504,3784.0667673776948
28308.495573189368,460.82359611193186
17555.414983013117,5192.749290486542
5170.927451325091,433.05173639707857
30718.674419842806,780.1846158127485
18355.835484191768,1773.5985738360812
5031.172351859646,2462.7257573081424
14870.584127035321,4220.886602880886
38473.267599440995,2183.3186946739797
18763.297782252615,1878.1604222218994
24873.297776121184,20837.492579445214
33647.36629023565,2259.0425305710587
4084.217479653307,1723.2099264801586
10645.859179496889,893.7330935317868
46355.35476525217,1785.49591753163
11517.048400574158,722.8223747055961
7874.155142125161,988.3163633065346
11493.066044414423,993.5820559383563
8646.92429911417,2171.448901868966
4505.886337808542,820.6614701322018
20862.764668123793,2557.9796332602655
2587.0540830598457,4156.994534843366
27429.427706194823,2362.6925438127582
5136.257664396847,3952.2280535195796
27410.74353690844,2998.6230923575245
15139.588816178239,909.560630297048
22273.686702615083,3877.4872648808705
32485.55908168337,4563.307063709849
24750.735991520363,1849.2299502215847
3206.2810152092616,959.2715576953424
11463.624057974112,1865.3602953428588
17837.02515969196,2325.119461253249
28687.49748861475,1163.0062435093719
25429.894430056593,1243.0769861359518
2503.5964987859575,1235.3475735193372
6013.024067591549,3463.3312321098797
25718.39867516529,3239.5835928823008
32221.001311894925,1710.2586735818625
16980.792022807087,2010.1434666511636
19587.884830270457,1494.8904105145375
26870.784780652884,3057.0917128225033
25596.440335678315,3960.742935599998
